objectid,parentid,title,creator,date,object type,description,subject,current location,former location,format,display_template,object_location,image_small,image_thumb,object_transcript,notes,@
id_2170,,Transferred Membership Card,,1954-12-02,membership card,"William Kirk; Father: Robert Kirk, Mother: Billie Kirk",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2170.png,/objects/small/id_2170.png,/objects/thumbs/id_2170.png,,,
id_2171,,Transferred Membership Card,,1950-09-23,membership card,Sandra S. Schmidt; Husband: Larry Schmidt,Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2171.png,/objects/small/id_2171.png,/objects/thumbs/id_2171.png,,,
id_2172,,Transferred Membership Card,,1968-07-07,membership card,Harold Kolb,Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2172.png,/objects/small/id_2172.png,/objects/thumbs/id_2172.png,,,
id_2173,,Transferred Membership Card,,1968-07-07,membership card,Peggy Kolb,Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2173.png,/objects/small/id_2173.png,/objects/thumbs/id_2173.png,,,
id_2174,,Transferred Membership Card,,,membership card,"Helen Kolbe; Husband: Rudolfe Kolbe, Daughter: Esther Kolbe",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2174.png,/objects/small/id_2174.png,/objects/thumbs/id_2174.png,,,
id_2175,,Transferred Membership Card,,1960-07-03,membership card,"Rudolfo Kolbe; Wife: Helene Kolbe, Daughter: Esther Kolbe",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2175.png,/objects/small/id_2175.png,/objects/thumbs/id_2175.png,,,
id_2176,,Transferred Membership Card,,1953-07-15,membership card,David Kolbinksy,Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2176.png,/objects/small/id_2176.png,/objects/thumbs/id_2176.png,,,
id_2177,,Transferred Membership Card,,1913-08-10,membership card,"Frank G. Korn; Mother: Barbara Korn, Wife: Ann M. Korn",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2177.png,/objects/small/id_2177.png,/objects/thumbs/id_2177.png,,,
id_2178,,Transferred Membership Card,,1948-11-06,membership card,"Ann Marie Kratz; Husband: (Divorced), Son: Ray",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2178.png,/objects/small/id_2178.png,/objects/thumbs/id_2178.png,,,
id_2179,,Transferred Membership Card,,1902-02-12,membership card,Charles R. Krause; Wife: Edith I. Krause,Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2179.png,/objects/small/id_2179.png,/objects/thumbs/id_2179.png,,,
id_2180,,Transferred Membership Card,,07-03,membership card,Edith I. Krause; Husband: Charles R. Krause,Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2180.png,/objects/small/id_2180.png,/objects/thumbs/id_2180.png,,,
id_2181,,Transferred Membership Card,,1913-03-18,membership card,Hildegarde T. Krauss,Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2181.png,/objects/small/id_2181.png,/objects/thumbs/id_2181.png,,,
id_2182,,Transferred Membership Card,,1960-06-29,membership card,"Dave Kutzner; Father: Alfred Kutzner; Mother: Ellen Kutzner, Brother: Johnathan Kutzner, Sisters: Martha Kutzner and Mariam Kutzner",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2182.png,/objects/small/id_2182.png,/objects/thumbs/id_2182.png,,,
id_2183,,Transferred Membership Card,,1938-05-01,membership card,"Ellen S. Kutzer; Husband: Alfred Kutzner, Sons: David Kutzner and Johnathan Kutzner, Daughters: Martha Kutzner and Miriam Kutzner",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2183.png,/objects/small/id_2183.png,/objects/thumbs/id_2183.png,,,
id_2184,,Transferred Membership Card,,1961-08-04,membership card,"Johnathan Kutzner; Father: Alfred Kutzner; Mother: Ellen Kutzner, Brother: Dave Kutzner, Sisters: Martha Kutzner and Mariam Kutzner",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2184.png,/objects/small/id_2184.png,/objects/thumbs/id_2184.png,,,
id_2185,,Transferred Membership Card,,1935-09-16,membership card,"Alfred Kutzner, Jr.; Wife: Ellen Kutzner, Sons: David Kutzner and Johnathan Kutzner, Daughters: Martha Kutzner and Miriam Kutzner",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2185.png,/objects/small/id_2185.png,/objects/thumbs/id_2185.png,,,
id_2186,,Transferred Membership Card,,1944-11-21,membership card,"David Lafferty; Father: Robert Lafferty, Mother: Hester Lafferty, Brother: Robert Lafferty, Jr., Sister: Jane Fredericks, Del., Wife: Elaine Lafferty, Daughter: Beth Ann Lafferty",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2186.png,/objects/small/id_2186.png,/objects/thumbs/id_2186.png,,,
id_2187,,Transferred Membership Card,,1945-04-16,membership card,"Elaine C (formerly Lafferty).; Father: Willard, Mother: Elizabeth, Husband: David, Daughter: Beth Ann",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2187.png,/objects/small/id_2187.png,/objects/thumbs/id_2187.png,,,
id_2188,,Transferred Membership Card,,1905-07-05,membership card,"Hester Lafferty; Husband: Robert (C. Robert) Lafferty, Sons: Robert Lafferty, Jr. and David A. Lafferty",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2188.png,/objects/small/id_2188.png,/objects/thumbs/id_2188.png,,,
id_2189,,Transferred Membership Card,,1955-07-11,membership card,"Mary Larsen; Husband: Paul Larsen, Son: Jeffrey Larsen",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2189.png,/objects/small/id_2189.png,/objects/thumbs/id_2189.png,,,
id_2190,,Transferred Membership Card,,1954-08-15,membership card,"Paul Larsen; Wife: Mary Larsen, SonL Jeffrey Larsen",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2190.png,/objects/small/id_2190.png,/objects/thumbs/id_2190.png,,,
id_2191,,Transferred Membership Card,,1884-08-09,membership card,"Albertine R. Leidy; Husband: Dr. Ralph E. Leidy, Sister-in-Law: Mrs. Harrey Relinger",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2191.png,/objects/small/id_2191.png,/objects/thumbs/id_2191.png,,,
id_2192,,Transferred Membership Card,,1940-07-02,membership card,"Ruth D. Leitton; Father: Allen H., Mother: Lillian, Brothers: Richard and David, Husband: Robert",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2192.png,/objects/small/id_2192.png,/objects/thumbs/id_2192.png,,,
id_2193,,Transferred Membership Card,,1937-09-03,membership card,"Frances E. Leopold; Husband: James Leopold, Father: James Doak, Mother: Isabel Doak, Sons: Thomas Leopold, Robert Leopold, and Jeffrey Leopold, Daughter: Deborah Leopold",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2193.png,/objects/small/id_2193.png,/objects/thumbs/id_2193.png,,,
id_2194,,Transferred Membership Card,,01-30,membership card,"James Leopold; Wife: Frances Leopold, Sons: Thomas Leopold, Robert Leopold, and Jeffrey Leopold, Daughter: Deborah Leopold",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2194.png,/objects/small/id_2194.png,/objects/thumbs/id_2194.png,,,
id_2195,,Transferred Membership Card,,1962-04-01,membership card,"Joan S. Leopold; Father: Robert Strang, Mother: Elizabeth Strang, Sister: Ann Strang, Brother: Thomas Strang, Husband: William Leopold, Son: Eric Douglas Leopold, Daughter: April Lyn Leopold",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2195.png,/objects/small/id_2195.png,/objects/thumbs/id_2195.png,,,
id_2196,,Transferred Membership Card,,1932-03-08,membership card,"William N. Leopold; Father: Joseph Szaklu, Mother: Jula Szaklu, Wife: Joan Strang, Son: Eric Douglas Leopold, Daughter: April Lyn Leopold",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2196.png,/objects/small/id_2196.png,/objects/thumbs/id_2196.png,,,
id_2197,,Transferred Membership Card,,1948-12-15,membership card,"James Lilley; Father: Floyd Lilley, Mother: Edna Lilley",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2197.png,/objects/small/id_2197.png,/objects/thumbs/id_2197.png,,,
id_2198,,Transferred Membership Card,,04-25,membership card,Mrs. Dorrett Linton,Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2198.png,/objects/small/id_2198.png,/objects/thumbs/id_2198.png,,,
id_2199,,Transferred Membership Card,,1908-05-24,membership card,"Myrtle J. Lister; Father: James H. Jones, Mother: Levenia H. Jones, Husband: John L. Lister, Son: John L. Lister, Jr.",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2199.png,/objects/small/id_2199.png,/objects/thumbs/id_2199.png,,,
id_2200,,Transferred Membership Card,,1932-07-09,membership card,"Alfred R. Luff; Wife: Doris Luff, Daughter: Debbie Luff, Son: Timothy Luff, Father: Reginald, Mother: Henrietta",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2200.png,/objects/small/id_2200.png,/objects/thumbs/id_2200.png,,,
id_2201,,Transferred Membership Card,,1961-09-23,membership card,"Timothy Luff; Father: Alfred Luff, Mother: Doris Luff, Sister: Debbie Sampson",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2201.png,/objects/small/id_2201.png,/objects/thumbs/id_2201.png,,,
id_2202,,Transferred Membership Card,,,membership card,Elinor Lyon,Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2202.png,/objects/small/id_2202.png,/objects/thumbs/id_2202.png,,,
id_2203,,Transferred Membership Card,,1952-06-08,membership card,"Julius Madison; Wife: LaTanya Madison, Son: Randy Madison",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2203.png,/objects/small/id_2203.png,/objects/thumbs/id_2203.png,,,
id_2204,,Transferred Membership Card,,1955-12-30,membership card,"LaTanya Madison; Husband: Julius Madison, Son: Randy Madison",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2204.png,/objects/small/id_2204.png,/objects/thumbs/id_2204.png,,,
id_2205,,Transferred Membership Card,,1957-03-17,membership card,Stephen M. MacGregor,Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2205.png,/objects/small/id_2205.png,/objects/thumbs/id_2205.png,,,
id_2206,,Transferred Membership Card,,1912-08-20,membership card,"Charles MacPherson, Sr.; Wife: Stella MacPherson, Son: Charles MacPherson, Jr., Daughter: Marion Ortlip",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2206.png,/objects/small/id_2206.png,/objects/thumbs/id_2206.png,,,
id_2207,,Transferred Membership Card,,1914-09-04,membership card,"Stella MacPherson; Husband: Charles Macpherson, Sr., Son: Charles MacPherson, Jr., Daughter: Marion Ortlip",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2207.png,/objects/small/id_2207.png,/objects/thumbs/id_2207.png,,,
id_2208,,Transferred Membership Card,,1947-08-20,membership card,"Charles MacPherson, Jr.; Father: Charles MacPherson, Sr., Mother: Stella MacPherson, Sister: Marion Ortlip",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2208.png,/objects/small/id_2208.png,/objects/thumbs/id_2208.png,,,
id_2209,,Transferred Membership Card,,1899-10-30,membership card,"Helen F. McClay; Father: William Nethery, Mother: Sarah Nethery, Deceased Husband: Robert McClay",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2209.png,/objects/small/id_2209.png,/objects/thumbs/id_2209.png,,,
id_2210,,Transferred Membership Card,,,membership card,"Wesley McDonald; Mother: Amelia McDonald, Father: Samuel McDonald, Wife: Bonnie McDonald",Members; Family; Birthday; Conversion; Baptism; Holy Spirit Baptism; Highway; Ministry; Address; Phone; Inactive; Transfer,,Membership Card Drawers,image/png,image,/objects/membershipcards2/id_2210.png,/objects/small/id_2210.png,/objects/thumbs/id_2210.png,,,
